CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JG555520,12/26/2023 07:30:00 PM,020XX E 71ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,CONVENIENCE STORE,Y,N,331,5,15,1191022,1858323,41.766249073,-87.575388558,"(41.766249073, -87.575388558)"
JG491548,11/04/2023 05:27:00 PM,027XX W FLOURNOY ST,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,ALLEY,Y,N,1135,28,18,1158201,1896921,41.872897441,-87.694637923,"(41.872897441, -87.694637923)"
JH133732,01/30/2024 12:00:00 PM,040XX E 134TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,Y,Y,433,10,26,1204544,1816604,41.651431329,-87.527258234,"(41.651431329, -87.527258234)"
JH292323,06/04/2024 06:45:00 PM,081XX S STONY ISLAND AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,N,N,411,8,04B,1188340,1851428,41.747393001,-87.585438607,"(41.747393001, -87.585438607)"
JH181915,03/09/2024 09:15:00 PM,052XX W DIVISION ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,GAS STATION,N,N,1524,37,15,1141394,1907496,41.902243139,-87.756083772,"(41.902243139, -87.756083772)"
JH306555,06/15/2024 01:38:00 AM,015XX S MICHIGAN AVE,0610,BURGLARY,FORCIBLE ENTRY,BAR OR TAVERN,N,N,132,3,05,1177468,1892966,41.861629489,-87.624020283,"(41.861629489, -87.624020283)"
JH247430,05/01/2024 12:00:00 PM,001XX N RIVERSIDE PLZ,0810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,N,N,121,42,06,1173451,1901021,41.883823074,-87.63852649,"(41.883823074, -87.63852649)"
JH182345,03/10/2024 10:36:00 AM,023XX W JARVIS AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,Y,2411,50,07,1159616,1948951,42.015641927,-87.688004611,"(42.015641927, -87.688004611)"
JG410005,09/03/2023 09:15:00 AM,022XX N CENTRAL AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2515,36,14,1138679,1914402,41.921243701,-87.765888698,"(41.921243701, -87.765888698)"
JH201822,03/26/2024 10:10:00 AM,034XX W SCHRAEDER DR,2024,NARCOTICS,POSSESS - HEROIN (WHITE),SIDEWALK,Y,N,1123,28,18,1153378,1900705,41.883378249,-87.712244964,"(41.883378249, -87.712244964)"
JH176699,03/05/2024 06:11:00 PM,025XX W 21ST ST,0110,HOMICIDE,FIRST DEGREE MURDER,STREET,N,N,1023,28,01A,1159705,1889987,41.853839008,-87.689307002,"(41.853839008, -87.689307002)"
JH241325,04/27/2024 04:30:00 PM,029XX S STATE ST,0820,THEFT,$500 AND UNDER,STREET,N,N,133,3,06,1176755,1885570,41.841350479,-87.626860911,"(41.841350479, -87.626860911)"
JG524934,12/01/2023 12:30:00 PM,132XX S ST LAWRENCE AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,533,10,07,1182589,1817636,41.654798576,-87.60755517,"(41.654798576, -87.60755517)"
JH106243,01/06/2024 02:00:00 AM,037XX N CENTRAL PARK AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE - GARAGE,N,N,1732,30,07,1151727,1924561,41.948873888,-87.717678739,"(41.948873888, -87.717678739)"
JH222879,04/12/2024 07:54:00 PM,001XX E JACKSON DR,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,114,42,15,1177445,1899033,41.878278222,-87.623920657,"(41.878278222, -87.623920657)"
JH282526,05/28/2024 03:00:00 PM,073XX W TALCOTT AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,NURSING / RETIREMENT HOME,N,N,1612,41,17,1126208,1938586,41.987824707,-87.811169674,"(41.987824707, -87.811169674)"
JG411425,09/05/2023 02:50:00 AM,063XX S HALSTED ST,0810,THEFT,OVER $500,CTA TRAIN,N,N,723,20,06,1172055,1862895,41.779232791,-87.644774863,"(41.779232791, -87.644774863)"
JH273325,05/21/2024 12:30:00 AM,021XX N LAWLER AVE,0810,THEFT,OVER $500,STREET,N,N,2522,26,06,1142372,1913842,41.919639144,-87.752333488,"(41.919639144, -87.752333488)"
JG544685,12/16/2023 10:10:00 PM,006XX N DEARBORN ST,0820,THEFT,$500 AND UNDER,BAR OR TAVERN,N,N,1832,42,06,1175822,1904684,41.893821538,-87.629709751,"(41.893821538, -87.629709751)"
JG419769,09/10/2023 11:30:00 PM,036XX N OCONTO AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,1631,38,06,1127102,1923227,41.945662937,-87.808227636,"(41.945662937, -87.808227636)"
JH286554,05/31/2024 01:44:00 PM,032XX W 26TH ST,0460,BATTERY,SIMPLE,SIDEWALK,N,Y,1032,25,08B,1155015,1886548,41.844497231,-87.706613261,"(41.844497231, -87.706613261)"
JH115473,01/13/2024 08:04:00 PM,006XX N LA SALLE DR,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1832,42,06,1175023,1904549,41.893469034,-87.632648229,"(41.893469034, -87.632648229)"
JG421324,09/12/2023 01:18:00 PM,031XX W 26TH ST,4650,OTHER OFFENSE,SEX OFFENDER - FAIL TO REGISTER,SIDEWALK,Y,N,1033,25,26,1155910,1886569,41.844536888,-87.703328171,"(41.844536888, -87.703328171)"
JG517838,11/25/2023 09:00:00 PM,043XX S MICHIGAN AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,215,3,07,1177883,1876204,41.815623898,-87.623005761,"(41.815623898, -87.623005761)"
JH138388,02/03/2024 12:01:00 AM,037XX W 81ST PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,834,18,07,1152961,1850287,41.745032621,-87.715108156,"(41.745032621, -87.715108156)"
JH244909,04/22/2024 09:04:00 AM,007XX W DIVERSEY PKWY,1562,SEX OFFENSE,AGGRAVATED CRIMINAL SEXUAL ABUSE,RESIDENCE,N,N,1934,44,17,1170960,1918833,41.932755165,-87.647150367,"(41.932755165, -87.647150367)"
JH195596,03/20/2024 07:45:00 PM,047XX W POLK ST,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,Y,N,1131,24,16,1144758,1895939,41.870466594,-87.744018676,"(41.870466594, -87.744018676)"
JH141557,02/05/2024 08:44:00 PM,0000X E OHIO ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,1834,42,15,1176754,1904212,41.892505323,-87.626301149,"(41.892505323, -87.626301149)"
JH210009,03/31/2024 12:00:00 AM,044XX W DAKIN ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1731,30,14,1145597,1925741,41.952230525,-87.740181746,"(41.952230525, -87.740181746)"
JH234762,04/20/2024 01:29:00 PM,021XX N CLYBOURN AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,,N,N,1811,2,11,1166698,1914357,41.920565308,-87.662941315,"(41.920565308, -87.662941315)"
JG462937,09/27/2023 12:07:00 PM,016XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,131,3,06,1177485,1892305,41.859815277,-87.623977927,"(41.859815277, -87.623977927)"
JG450899,09/25/2023 12:00:00 AM,065XX W GRAND AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,CONVENIENCE STORE,N,N,2512,36,10,1132547,1915202,41.923548132,-87.788400861,"(41.923548132, -87.788400861)"
JH303947,06/13/2024 04:00:00 AM,025XX E 93RD ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,423,7,07,1194625,1843788,41.726275971,-87.562659678,"(41.726275971, -87.562659678)"
JH211423,04/02/2024 12:40:00 PM,073XX S STEWART AVE,0560,ASSAULT,SIMPLE,SIDEWALK,N,Y,732,6,08A,1174894,1856349,41.761206969,-87.634561819,"(41.761206969, -87.634561819)"
JG491969,11/05/2023 01:49:00 AM,023XX S MILLARD AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1013,22,14,1152407,1888181,41.849030208,-87.716141203,"(41.849030208, -87.716141203)"
JH132792,01/28/2024 08:00:00 PM,035XX W 64TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,823,14,07,1153991,1861948,41.777011912,-87.71102493,"(41.777011912, -87.71102493)"
JH111261,01/10/2024 02:30:00 PM,078XX S CHAPPEL AVE,0820,THEFT,$500 AND UNDER,STREET,N,N,414,8,06,1191228,1853457,41.752891383,-87.574790775,"(41.752891383, -87.574790775)"
JG503168,11/13/2023 09:21:00 PM,005XX E 38TH ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,APARTMENT,N,Y,212,4,26,1180440,1879900,41.825707623,-87.613512736,"(41.825707623, -87.613512736)"
JH226628,04/15/2024 06:28:00 PM,001XX W WACKER DR,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,Y,N,122,42,08B,1174877,1902165,41.886930476,-87.633255865,"(41.886930476, -87.633255865)"
JG444912,09/28/2023 10:00:00 PM,005XX N PESHTIGO CT,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,1834,2,06,1179785,1903817,41.891352349,-87.615181817,"(41.891352349, -87.615181817)"
JH227017,04/15/2024 09:30:00 PM,017XX S DESPLAINES ST,0810,THEFT,OVER $500,STREET,N,N,1235,25,06,1172334,1891846,41.858670972,-87.64289918,"(41.858670972, -87.64289918)"
JH224040,04/13/2024 08:05:00 PM,060XX S UNION AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,Y,N,711,16,15,1172662,1864992,41.784973837,-87.64248778,"(41.784973837, -87.64248778)"
JH283188,05/29/2024 08:25:00 AM,015XX N CENTRAL AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,2531,29,06,1138712,1909741,41.908452786,-87.765880756,"(41.908452786, -87.765880756)"
JH244075,04/29/2024 10:15:00 PM,030XX N RUTHERFORD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2511,36,07,1130894,1919378,41.935036244,-87.794378265,"(41.935036244, -87.794378265)"
JH257069,05/09/2024 06:00:00 PM,050XX W DIVISION ST,051A,ASSAULT,AGGRAVATED - HANDGUN,GROCERY FOOD STORE,N,N,1531,37,04A,1142328,1907517,41.902283468,-87.752652483,"(41.902283468, -87.752652483)"
JH192869,03/18/2024 03:25:00 PM,010XX S STATE ST,0810,THEFT,OVER $500,APARTMENT,N,Y,123,4,06,1176502,1895903,41.869710651,-87.627477612,"(41.869710651, -87.627477612)"
JH190662,03/17/2024 12:30:00 AM,016XX W CULLERTON ST,0460,BATTERY,SIMPLE,BAR OR TAVERN,N,N,1234,25,08B,1165659,1890468,41.855034296,-87.667439919,"(41.855034296, -87.667439919)"
JH220741,04/11/2024 03:00:00 AM,040XX E 134TH ST,0810,THEFT,OVER $500,RESIDENCE,N,N,433,10,06,1204544,1816604,41.651431329,-87.527258234,"(41.651431329, -87.527258234)"
JH130931,01/28/2024 04:40:00 AM,031XX W VAN BUREN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1134,28,08B,1155415,1897990,41.875887318,-87.704837934,"(41.875887318, -87.704837934)"
JG471364,10/20/2023 09:14:00 AM,0000X W WASHINGTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,BANK,N,N,112,34,14,1175628,1900816,41.883211898,-87.630538589,"(41.883211898, -87.630538589)"
JH284880,05/29/2024 11:00:00 PM,015XX S KEDZIE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1022,24,07,1155275,1892389,41.86052039,-87.705502371,"(41.86052039, -87.705502371)"
JH136796,02/01/2024 08:15:00 PM,087XX S BUFFALO AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,Y,424,10,08A,1199557,1847712,41.736921138,-87.544462011,"(41.736921138, -87.544462011)"
JH155954,02/16/2024 07:40:00 PM,095XX S STONY ISLAND AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,511,8,04A,1188503,1842146,41.721918366,-87.585137009,"(41.721918366, -87.585137009)"
JH243869,04/29/2024 09:00:00 AM,006XX S HOYNE AVE,0810,THEFT,OVER $500,STREET,N,N,1225,28,06,1162486,1897287,41.873813206,-87.678895433,"(41.873813206, -87.678895433)"
JG419426,09/11/2023 03:00:00 AM,073XX S CICERO AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,833,18,14,1145667,1855406,41.759220778,-87.741705932,"(41.759220778, -87.741705932)"
JG560220,12/30/2023 07:55:00 PM,074XX S YATES BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,334,7,14,1193495,1856121,41.760146462,-87.566396252,"(41.760146462, -87.566396252)"
JH231951,04/19/2024 04:00:00 AM,049XX N LOCKWOOD AVE,0560,ASSAULT,SIMPLE,RESIDENCE,N,Y,1623,45,08A,1140133,1932530,41.97096216,-87.760100822,"(41.97096216, -87.760100822)"
JH178483,03/06/2024 08:40:00 AM,042XX S WABASH AVE,0620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,213,3,05,1177418,1876999,41.817815981,-87.624687402,"(41.817815981, -87.624687402)"
JH271459,05/14/2024 10:03:00 AM,027XX N CLYBOURN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1931,32,06,1162872,1918208,41.93121391,-87.676890454,"(41.93121391, -87.676890454)"
JH203293,03/27/2024 02:22:00 PM,012XX W 59TH ST,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,GAS STATION,N,N,713,16,04A,1169094,1865656,41.786873855,-87.655550394,"(41.786873855, -87.655550394)"
JG504778,10/29/2023 07:00:00 PM,022XX W HURON ST,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),N,N,1221,36,06,1161330,1904633,41.893995376,-87.682935299,"(41.893995376, -87.682935299)"
JG409691,09/03/2023 04:55:00 PM,043XX W CRYSTAL ST,0498,BATTERY,"AGG. DOMESTIC BATTERY - HANDS, FISTS, FEET, SERIOUS INJURY",STREET,N,Y,2534,37,04B,1147240,1907973,41.903442124,-87.734598078,"(41.903442124, -87.734598078)"
JG520603,11/28/2023 01:00:00 AM,035XX S COTTAGE GROVE AVE,0460,BATTERY,SIMPLE,APARTMENT,N,N,212,4,08B,1181307,1881665,41.830530933,-87.610277459,"(41.830530933, -87.610277459)"
JG511460,11/20/2023 11:15:00 AM,040XX S FEDERAL ST,1340,CRIMINAL DAMAGE,TO STATE SUPPORTED PROPERTY,RESIDENCE,N,Y,213,3,14,1176359,1878059,41.820748614,-87.628540215,"(41.820748614, -87.628540215)"
JG466448,10/16/2023 08:04:00 PM,0000X E 18TH ST,0820,THEFT,$500 AND UNDER,APARTMENT,N,N,131,3,06,1177282,1891594,41.857868846,-87.624744613,"(41.857868846, -87.624744613)"
JG505161,11/15/2023 12:13:00 PM,011XX N LA SALLE DR,2022,NARCOTICS,POSSESS - COCAINE,SIDEWALK,Y,N,1824,27,18,1174931,1907946,41.902792639,-87.632884251,"(41.902792639, -87.632884251)"
JH284171,05/29/2024 12:00:00 AM,002XX S WACKER DR,1330,CRIMINAL TRESPASS,TO LAND,COMMERCIAL / BUSINESS OFFICE,Y,N,122,42,26,1173971,1899133,41.878630716,-87.636673298,"(41.878630716, -87.636673298)"
JH202595,03/26/2024 09:00:00 PM,004XX E 62ND ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,313,20,08B,1180413,1864003,41.782085516,-87.61409983,"(41.782085516, -87.61409983)"
JH166157,02/25/2024 01:11:00 AM,039XX N DAMEN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,1922,47,14,1162312,1926174,41.953084812,-87.678724795,"(41.953084812, -87.678724795)"
JH267188,05/17/2024 12:10:00 PM,049XX S PRAIRIE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,ALLEY,N,N,224,3,26,1178876,1872347,41.805017376,-87.61948081,"(41.805017376, -87.61948081)"
JH223362,04/12/2024 09:00:00 PM,059XX W RICE ST,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,1511,29,07,1136646,1905059,41.895642051,-87.773582567,"(41.895642051, -87.773582567)"
JG514420,11/22/2023 02:30:00 PM,072XX S ST LAWRENCE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,323,6,07,1181488,1857142,41.763233515,-87.610370086,"(41.763233515, -87.610370086)"
JH100800,01/01/2024 03:40:00 PM,055XX W HOMER ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2515,37,14,1139159,1912150,41.915055232,-87.76417995,"(41.915055232, -87.76417995)"
JH185979,03/13/2024 08:30:00 AM,059XX S ASHLAND AVE,0495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,GAS STATION,Y,N,713,16,04B,1166686,1865425,41.786291714,-87.664386014,"(41.786291714, -87.664386014)"
JG504259,11/14/2023 06:05:00 PM,009XX N HAMLIN AVE,0460,BATTERY,SIMPLE,STREET,N,N,1112,27,08B,1150881,1906012,41.897990433,-87.721275175,"(41.897990433, -87.721275175)"
JH272681,05/04/2024 12:30:00 PM,096XX S CALUMET AVE,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,511,9,06,1180282,1841053,41.719111157,-87.615282305,"(41.719111157, -87.615282305)"
JH167142,02/26/2024 09:00:00 PM,001XX N STATE ST,0460,BATTERY,SIMPLE,RESTAURANT,N,N,111,42,08B,1176332,1901600,41.885347387,-87.627929824,"(41.885347387, -87.627929824)"
JH236921,04/20/2024 02:00:00 PM,047XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,APARTMENT,N,Y,224,3,08B,1179657,1873745,41.808835772,-87.616573701,"(41.808835772, -87.616573701)"
JH209956,04/02/2024 11:22:00 AM,074XX N CLARK ST,0313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,CONVENIENCE STORE,Y,N,2424,49,03,1163065,1949329,42.016607113,-87.675302757,"(42.016607113, -87.675302757)"
JH226649,04/15/2024 07:38:00 PM,063XX S ASHLAND AVE,3731,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,STREET,Y,N,725,16,24,1166758,1862672,41.7787356,-87.664200575,"(41.7787356, -87.664200575)"
JG444077,09/28/2023 12:10:00 PM,038XX W AINSLIE ST,0890,THEFT,FROM BUILDING,RESIDENCE,N,N,1712,39,06,1149701,1932282,41.970100567,-87.72492451,"(41.970100567, -87.72492451)"
JH175251,03/04/2024 02:50:00 PM,035XX E 114TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SCHOOL - PUBLIC BUILDING,Y,N,433,10,15,1201660,1829983,41.688218178,-87.537357913,"(41.688218178, -87.537357913)"
JH102256,01/02/2024 07:01:00 PM,016XX E 74TH PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,324,8,08B,1188530,1855912,41.759692974,-87.584599413,"(41.759692974, -87.584599413)"
JG508689,11/17/2023 11:54:00 PM,068XX N SEELEY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2411,40,08B,1161305,1945315,42.005629541,-87.681891466,"(42.005629541, -87.681891466)"
JH250416,05/04/2024 11:00:00 AM,055XX N WINTHROP AVE,0291,CRIMINAL SEXUAL ASSAULT,ATTEMPT NON-AGGRAVATED,APARTMENT,N,Y,2023,48,02,1167870,1936921,41.982456621,-87.657981882,"(41.982456621, -87.657981882)"
JG528222,12/04/2023 11:50:00 AM,039XX W WASHINGTON BLVD,0460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,N,N,1122,28,08B,1150156,1900128,41.881858277,-87.724091496,"(41.881858277, -87.724091496)"
JH107576,12/19/2023 12:00:00 AM,013XX N CENTRAL AVE,0810,THEFT,OVER $500,APARTMENT,N,N,2532,37,06,1138753,1908536,41.905145379,-87.765759429,"(41.905145379, -87.765759429)"
JG505088,11/15/2023 11:39:00 AM,034XX W DOUGLAS BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,SCHOOL - PUBLIC GROUNDS,N,N,1021,24,14,1153608,1893242,41.862894406,-87.711598886,"(41.862894406, -87.711598886)"
JG513534,11/22/2023 03:00:00 AM,049XX W ADAMS ST,0930,MOTOR VEHICLE THEFT,THEFT / RECOVERY - AUTOMOBILE,VACANT LOT / LAND,N,N,1533,28,07,1143577,1898880,41.878559234,-87.748280972,"(41.878559234, -87.748280972)"
JH307498,06/15/2024 06:20:00 PM,046XX S WESTERN BLVD,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,N,N,924,12,03,1161305,1873744,41.809233311,-87.683885113,"(41.809233311, -87.683885113)"
JH163895,02/19/2024 12:30:00 PM,002XX W ILLINOIS ST,2890,PUBLIC PEACE VIOLATION,OTHER VIOLATION,SIDEWALK,N,N,1831,42,24,1174505,1903564,41.890777731,-87.634580101,"(41.890777731, -87.634580101)"
JH131744,01/28/2024 08:00:00 AM,048XX S CICERO AVE,0460,BATTERY,SIMPLE,SIDEWALK,N,N,814,22,08B,1145172,1872210,41.805343087,-87.743097373,"(41.805343087, -87.743097373)"
JH141313,02/05/2024 05:10:00 PM,019XX W CHICAGO AVE,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESTAURANT,N,N,1212,36,04B,1163107,1905349,41.895922987,-87.676388824,"(41.895922987, -87.676388824)"
JH183853,03/11/2024 05:00:00 AM,089XX S HOUSTON AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,N,N,424,10,05,1198074,1846293,41.733064465,-87.549942459,"(41.733064465, -87.549942459)"
JH140875,02/03/2024 02:00:00 AM,021XX W CHASE AVE,0810,THEFT,OVER $500,RESIDENCE,N,N,2411,49,06,1160225,1948378,42.014056979,-87.685779643,"(42.014056979, -87.685779643)"
JH310447,06/04/2024 03:00:00 PM,045XX W FIFTH AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,N,N,1131,24,05,1146333,1895572,41.869429684,-87.738245611,"(41.869429684, -87.738245611)"
JG434038,09/22/2023 04:34:00 AM,020XX S MICHIGAN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,N,132,3,08A,1177528,1890620,41.855190551,-87.623871195,"(41.855190551, -87.623871195)"
JH231828,04/19/2024 06:15:00 PM,058XX S TRUMBULL AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,822,14,08B,1154382,1865596,41.787014797,-87.709494493,"(41.787014797, -87.709494493)"
JG508095,11/17/2023 01:50:00 PM,080XX S INGLESIDE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,631,8,14,1183962,1851820,41.748571992,-87.601468444,"(41.748571992, -87.601468444)"
JG451520,10/05/2023 06:45:00 AM,003XX W CHICAGO AVE,0820,THEFT,$500 AND UNDER,CTA TRAIN,N,N,1823,27,06,1174084,1905671,41.896568854,-87.636063322,"(41.896568854, -87.636063322)"
JG462671,10/13/2023 10:05:00 PM,039XX W CHICAGO AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,N,N,1112,37,04B,1149994,1905055,41.895381645,-87.724558008,"(41.895381645, -87.724558008)"
JG437359,09/24/2023 03:02:00 PM,089XX S WALLACE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,Y,Y,2223,21,08B,1173869,1845644,41.731853869,-87.638635266,"(41.731853869, -87.638635266)"
JH263383,05/14/2024 07:55:00 AM,047XX S MICHIGAN AVE,0460,BATTERY,SIMPLE,GAS STATION,N,N,224,3,08B,1177953,1873730,41.808833439,-87.622824022,"(41.808833439, -87.622824022)"
JH112114,01/11/2024 10:24:00 AM,022XX E 95TH ST,0560,ASSAULT,SIMPLE,SMALL RETAIL STORE,N,Y,431,7,08A,1192916,1842414,41.7225474,-87.568964465,"(41.7225474, -87.568964465)"
JG550108,12/21/2023 02:00:00 PM,057XX W ROOSEVELT RD,0460,BATTERY,SIMPLE,HOSPITAL BUILDING / GROUNDS,N,N,1513,29,08B,1138158,1894100,41.865541907,-87.768294247,"(41.865541907, -87.768294247)"
JG417137,09/09/2023 02:47:00 AM,013XX W 13TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,1233,28,14,1167661,1894186,41.865193967,-87.659984688,"(41.865193967, -87.659984688)"
JH227171,04/13/2024 10:00:00 AM,018XX N LAWNDALE AVE,0920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,N,N,2535,26,07,1151425,1911884,41.914093094,-87.719122671,"(41.914093094, -87.719122671)"
JG488535,10/26/2023 03:00:00 PM,016XX S KARLOV AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,N,N,1012,24,04A,1149323,1891456,41.858077482,-87.727375071,"(41.858077482, -87.727375071)"
JG537295,12/11/2023 02:00:00 PM,117XX S MARSHFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,2234,21,14,1167518,1826850,41.680418426,-87.662437948,"(41.680418426, -87.662437948)"
JG408853,09/03/2023 01:04:00 AM,001XX W OAK ST,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,N,N,1832,2,04B,1174734,1907126,41.900546929,-87.633632427,"(41.900546929, -87.633632427)"
JG494118,11/05/2023 08:00:00 PM,064XX N HOYNE AVE,0560,ASSAULT,SIMPLE,APARTMENT,N,N,2412,50,08A,1161132,1942787,41.998696243,-87.682598636,"(41.998696243, -87.682598636)"
JG439426,09/26/2023 12:00:00 AM,079XX S MANISTEE AVE,0810,THEFT,OVER $500,STREET,N,N,422,7,06,1195888,1852884,41.751205016,-87.557733012,"(41.751205016, -87.557733012)"
JG551833,12/15/2023 05:00:00 PM,017XX W GLENLAKE AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2433,40,07,1163949,1940679,41.99285262,-87.672295644,"(41.99285262, -87.672295644)"
JH261078,05/13/2024 02:33:00 AM,080XX S MARYLAND AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,Y,N,631,8,15,1183301,1851805,41.748546233,-87.603891022,"(41.748546233, -87.603891022)"
JH154305,02/16/2024 01:00:00 AM,014XX W 79TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,612,17,14,1167862,1852354,41.750398007,-87.660449133,"(41.750398007, -87.660449133)"
JH139265,02/02/2024 10:00:00 AM,050XX S EAST END AVE,0810,THEFT,OVER $500,APARTMENT,N,N,222,5,06,1188165,1871757,41.803181616,-87.585432024,"(41.803181616, -87.585432024)"
JH131595,01/28/2024 05:10:00 PM,079XX S ABERDEEN ST,0580,STALKING,SIMPLE,STREET,N,N,612,17,08A,1170361,1852155,41.749797929,-87.651297431,"(41.749797929, -87.651297431)"
